Transaction ID,Date,Order,Payment method,Accelerated checkout,Credit card,Sales channel,POS location,Register ID,Gross payments,Refunds,Net payments
1018312851511,2019-05-08T12:28:20-05:00,#1001,External credit,,Visa,Point of Sale,Prado Norte 439,1,2088.000,0.000,2088.000
1018314391607,2019-05-08T12:29:20-05:00,#1001,External credit,,Visa,Point of Sale,Prado Norte 439,1,0.000,-2088.000,-2088.000
1041714544695,2019-05-28T07:55:57-05:00,#1005,PayPal Payments Standard,,,Buy Button,,,1450.000,0.000,1450.000
1041715068983,2019-05-28T07:56:28-05:00,#1004,PayPal Payments Standard,,,Buy Button,,,2860.000,0.000,2860.000
1062186418231,2019-06-11T18:29:44-05:00,#1006,PayPal Payments Standard,,,Buy Button,,,1650.000,0.000,1650.000
1079138910263,2019-06-24T15:44:55-05:00,#1007,PayPal Payments Standard,,,Buy Button,,,5575.000,0.000,5575.000
1098338664503,2019-07-07T05:48:51-05:00,#1009,PayPal Payments Standard,,,Buy Button,,,2860.000,0.000,2860.000
1101693812791,2019-07-09T17:23:50-05:00,#1010,PayPal Payments Standard,,,Buy Button,,,6385.000,0.000,6385.000
1104005857335,2019-07-11T11:59:13-05:00,#1011,PayPal Payments Standard,,,Buy Button,,,7060.000,0.000,7060.000
1109198602295,2019-07-15T13:35:20-05:00,#1012,PayPal Payments Standard,,,Buy Button,,,1835.000,0.000,1835.000
1134593835063,2019-08-02T14:57:58-05:00,#1013,PayPal Payments Standard,,,Buy Button,,,2360.000,0.000,2360.000
1142733045815,2019-08-07T18:49:53-05:00,#1014,PayPal Payments Standard,,,Buy Button,,,5810.000,0.000,5810.000
1200297115703,2019-09-09T20:06:18-05:00,#1015,PayPal Payments Standard,,,Online Store,,,3560.000,0.000,3560.000
2259303596087,2019-09-29T15:13:13-05:00,#1016,PayPal Payments Standard,,,Buy Button,,,2560.000,0.000,2560.000
2262153297975,2019-10-01T12:50:43-05:00,#1017,PayPal Payments Standard,,,Buy Button,,,2470.000,0.000,2470.000
2325085257783,2019-10-15T13:19:18-05:00,#1018,PayPal Payments Standard,,,Buy Button,,,764.000,0.000,764.000
2345379725427,2019-10-22T13:03:01-05:00,#1019,PayPal Payments Standard,,,Buy Button,,,5774.000,0.000,5774.000
2366939562099,2019-10-28T09:23:27-06:00,#1020,PayPal Payments Standard,,,Buy Button,,,5580.000,0.000,5580.000
2407590363251,2019-11-18T19:43:51-06:00,#1021,PayPal Payments Standard,,,Buy Button,,,4342.800,0.000,4342.800
2408052686963,2019-11-19T05:35:40-06:00,#1022,PayPal Payments Standard,,,Buy Button,,,2090.000,0.000,2090.000
2460589850739,2019-12-12T17:11:07-06:00,#1023,PayPal Payments Standard,,,Buy Button,,,4820.000,0.000,4820.000
2471000408179,2019-12-17T21:39:20-06:00,#1024,Pago con tarjeta de crédito y débito,,,Buy Button,,,1260.000,0.000,1260.000
2558641700979,2020-02-13T13:00:03-06:00,#1025,PayPal Payments Standard,,,Buy Button,,,4430.000,0.000,4430.000
2579429556339,2020-02-26T19:07:00-06:00,#1026,Pago con tarjeta de crédito y débito,,,Buy Button,,,960.000,0.000,960.000
2589478256755,2020-03-03T12:04:48-06:00,#1027,PayPal Payments Standard,,,Buy Button,,,960.000,0.000,960.000
2605774504051,2020-03-13T09:36:24-06:00,#1028,PayPal Payments Standard,,,Buy Button,,,971.640,0.000,971.640
2617361203315,2020-03-20T17:04:26-06:00,#1030,PayPal Payments Standard,,,Buy Button,,,1285.000,0.000,1285.000
2617570197619,2020-03-20T19:52:19-06:00,#1031,Pago con tarjeta de crédito y débito,,,Buy Button,,,1191.200,0.000,1191.200
2618859782259,2020-03-21T17:07:04-06:00,#1032,Pago con tarjeta de crédito y débito,,,Buy Button,,,1565.000,0.000,1565.000
2620570206323,2020-03-22T20:56:21-06:00,#1033,Pago con tarjeta de crédito y débito,,,Buy Button,,,1670.000,0.000,1670.000
2621830398067,2020-03-23T13:14:52-06:00,#1034,Pago con tarjeta de crédito y débito,,,Buy Button,,,2044.500,0.000,2044.500
2628775739507,2020-03-27T08:40:47-06:00,#1035,PayPal Payments Standard,,,Buy Button,,,1845.000,0.000,1845.000
2631983857779,2020-03-29T00:09:58-06:00,#1036,Pago con tarjeta de crédito y débito,,,Buy Button,,,2930.000,0.000,2930.000
2633595158643,2020-03-29T20:11:26-06:00,#1037,Pago con tarjeta de crédito y débito,,,Buy Button,,,4144.500,0.000,4144.500
2633642639475,2020-03-29T20:49:26-06:00,#1038,PayPal Payments Standard,,,Buy Button,,,1135.200,0.000,1135.200
2635240374387,2020-03-30T16:22:07-06:00,#1039,PayPal Payments Standard,,,Buy Button,,,5545.200,0.000,5545.200
2635241193587,2020-03-30T16:22:30-06:00,#1040,PayPal Payments Standard,,,Buy Button,,,970.000,0.000,970.000
2635489837171,2020-03-30T18:57:53-06:00,#1041,Pago con tarjeta de crédito y débito,,,Buy Button,,,2110.000,0.000,2110.000
2640220160115,2020-04-01T18:27:54-06:00,#1042,PayPal Payments Standard,,,Online Store,,,5730.000,0.000,5730.000
2642830229619,2020-04-02T19:24:50-06:00,#1044,PayPal Payments Standard,,,Online Store,,,2545.000,0.000,2545.000
2642830688371,2020-04-02T19:25:08-06:00,#1043,PayPal Payments Standard,,,Online Store,,,4214.500,0.000,4214.500
2645809758323,2020-04-03T22:51:11-06:00,#1045,PayPal Payments Standard,,,Online Store,,,2055.000,0.000,2055.000
2650786070643,2020-04-05T21:54:57-05:00,#1046,PayPal Payments Standard,,,Online Store,,,3267.400,0.000,3267.400
2652425748595,2020-04-06T14:25:55-05:00,#1047,Pago con tarjeta de crédito y débito,,,Online Store,,,1145.000,0.000,1145.000
2653278699635,2020-04-06T22:02:34-05:00,#1048,Pago con tarjeta de crédito y débito,,,Online Store,,,1880.000,0.000,1880.000
2655171281011,2020-04-07T17:10:48-05:00,#1049,PayPal Payments Standard,,,Online Store,,,1145.000,0.000,1145.000
2655489753203,2020-04-07T20:15:12-05:00,#1050,Pago con tarjeta de crédito y débito,,,Online Store,,,4542.800,0.000,4542.800
2655602245747,2020-04-07T21:28:04-05:00,#1051,Pago con tarjeta de crédito y débito,,,Online Store,,,3692.300,0.000,3692.300
2657444659315,2020-04-08T16:28:37-05:00,#1052,Pago con tarjeta de crédito y débito,,,Online Store,,,3945.000,0.000,3945.000
2659972153459,2020-04-09T17:31:40-05:00,#1053,PayPal Payments Standard,,,Online Store,,,6395.000,0.000,6395.000
2661663441011,2020-04-10T11:24:00-05:00,#1054,PayPal Payments Standard,,,Online Store,,,4750.000,0.000,4750.000
2662458884211,2020-04-10T16:34:38-05:00,#1055,PayPal Payments Standard,,,Online Store,,,5520.000,0.000,5520.000
2682909786227,2020-04-17T19:12:22-05:00,#1056,PayPal Payments Standard,,,Online Store,,,2405.000,0.000,2405.000
2685587685491,2020-04-18T18:04:00-05:00,#1057,Pago con tarjeta de crédito y débito,,,Online Store,,,2370.000,0.000,2370.000
2690402353267,2020-04-20T15:01:33-05:00,#1058,PayPal Payments Standard,,,Online Store,,,3095.000,0.000,3095.000
2693780275315,2020-04-21T16:27:58-05:00,#1059,PayPal Payments Standard,,,Online Store,,,595.000,0.000,595.000
2693997461619,2020-04-21T18:01:04-05:00,#1060,Pago con tarjeta de crédito y débito,,,Online Store,,,595.000,0.000,595.000
2697375613043,2020-04-22T21:46:09-05:00,#1061,PayPal Payments Standard,,,Online Store,,,1915.000,0.000,1915.000
2699996299379,2020-04-23T18:23:57-05:00,#1062,PayPal Payments Standard,,,Online Store,,,1145.000,0.000,1145.000
2702994735219,2020-04-24T17:03:18-05:00,#1063,PayPal Payments Standard,,,Online Store,,,4495.000,0.000,4495.000
2703133180019,2020-04-24T17:55:32-05:00,#1064,Pago con tarjeta de crédito y débito,,,Online Store,,,1775.000,0.000,1775.000
2705644879987,2020-04-25T16:48:27-05:00,#1065,PayPal Payments Standard,,,Online Store,,,6365.000,0.000,6365.000
2705780310131,2020-04-25T17:53:25-05:00,#1066,Pago con tarjeta de crédito y débito,,,Online Store,,,1045.000,0.000,1045.000
2707770572915,2020-04-26T13:58:33-05:00,#1067,PayPal Payments Standard,,,Online Store,,,1535.000,0.000,1535.000
2708295123059,2020-04-26T17:41:15-05:00,#1068,PayPal Payments Standard,,,Online Store,,,1415.000,0.000,1415.000
2708299382899,2020-04-26T17:43:24-05:00,#1069,Pago con tarjeta de crédito y débito,,,Online Store,,,845.000,0.000,845.000
2708516700275,2020-04-26T19:39:05-05:00,#1070,PayPal Payments Standard,,,Online Store,,,4745.000,0.000,4745.000
2708528267379,2020-04-26T19:44:30-05:00,#1071,Pago con tarjeta de crédito y débito,,,Online Store,,,1145.000,0.000,1145.000
2708701053043,2020-04-26T21:22:56-05:00,#1072,Pago con tarjeta de crédito y débito,,,Online Store,,,1145.000,0.000,1145.000
2708735787123,2020-04-26T21:45:17-05:00,#1074,Pago con tarjeta de crédito y débito,,,Online Store,,,3329.000,0.000,3329.000
2708737196147,2020-04-26T21:46:10-05:00,#1073,PayPal Payments Standard,,,Online Store,,,1415.000,0.000,1415.000
2708818690163,2020-04-26T22:43:41-05:00,#1075,PayPal Payments Standard,,,Online Store,,,3125.000,0.000,3125.000
2711019651187,2020-04-27T16:30:38-05:00,#1076,PayPal Payments Standard,,,Online Store,,,2825.000,0.000,2825.000
2711294902387,2020-04-27T18:29:10-05:00,#1077,Pago con tarjeta de crédito y débito,,,Online Store,,,3000.000,0.000,3000.000
2711416701043,2020-04-27T19:29:00-05:00,#1078,PayPal Payments Standard,,,Online Store,,,945.000,0.000,945.000
2713782878323,2020-04-28T14:42:49-05:00,#1079,Pago con tarjeta de crédito y débito,,,Online Store,,,4490.000,0.000,4490.000
2713877053555,2020-04-28T15:11:41-05:00,#1063,PayPal Payments Standard,,,Online Store,,,0.000,-1460.000,-1460.000
2715256062067,2020-04-29T02:38:24-05:00,#1080,PayPal Payments Standard,,,Online Store,,,995.000,0.000,995.000
2717067313267,2020-04-29T14:49:35-05:00,#1081,Pago con tarjeta de crédito y débito,,,Online Store,,,2137.500,0.000,2137.500
2717548314739,2020-04-29T16:44:33-05:00,#1082,Pago con tarjeta de crédito y débito,,,Online Store,,,1987.500,0.000,1987.500
2718211309683,2020-04-29T21:34:27-05:00,#1083,PayPal Payments Standard,,,Online Store,,,2795.000,0.000,2795.000
2718357880947,2020-04-29T23:04:58-05:00,#1084,Pago con tarjeta de crédito y débito,,,Online Store,,,3893.200,0.000,3893.200
2718364532851,2020-04-29T23:10:09-05:00,#1085,Pago con tarjeta de crédito y débito,,,Online Store,,,2925.000,0.000,2925.000
2718418174067,2020-04-29T23:54:34-05:00,#1086,Pago con tarjeta de crédito y débito,,,Online Store,,,1445.000,0.000,1445.000
2718470340723,2020-04-30T00:45:37-05:00,#1087,PayPal Payments Standard,,,Online Store,,,1107.500,0.000,1107.500
2722884943987,2020-05-01T09:52:35-05:00,#1088,Manual,,,Draft Orders,Prado Norte 439,,905.000,0.000,905.000
2727049691251,2020-05-02T16:03:29-05:00,#1089,PayPal Payments Standard,,,Online Store,,,2812.500,0.000,2812.500
2727665041523,2020-05-02T21:09:40-05:00,#1090,PayPal Payments Standard,,,Online Store,,,2345.000,0.000,2345.000
2727692042355,2020-05-02T21:25:38-05:00,#1091,Pago con tarjeta de crédito y débito,,,Online Store,,,995.000,0.000,995.000
2731344461939,2020-05-04T06:56:29-05:00,#1092,PayPal Payments Standard,,,Online Store,,,1045.000,0.000,1045.000
2732657639539,2020-05-04T14:29:01-05:00,#1093,Pago con tarjeta de crédito y débito,,,Online Store,,,10925.000,0.000,10925.000
2732704923763,2020-05-04T14:42:13-05:00,#1094,Pago con tarjeta de crédito y débito,,,Online Store,,,2845.000,0.000,2845.000
2733851869299,2020-05-04T21:38:08-05:00,#1095,Pago con tarjeta de crédito y débito,,,Online Store,,,845.000,0.000,845.000
2735189033075,2020-05-05T10:19:10-05:00,#1096,Pago con tarjeta de crédito y débito,,,Online Store,,,3920.000,0.000,3920.000
2735366209651,2020-05-05T11:07:51-05:00,#1097,PayPal Payments Standard,,,Online Store,,,845.000,0.000,845.000
2736623845491,2020-05-05T17:49:50-05:00,#1098,Pago con tarjeta de crédito y débito,,,Online Store,,,845.000,0.000,845.000
2738922618995,2020-05-06T12:45:23-05:00,#1099,Pago con tarjeta de crédito y débito,,,Online Store,,,845.000,0.000,845.000
2741275689075,2020-05-07T07:49:53-05:00,#1100,Pago con tarjeta de crédito y débito,,,Online Store,,,2307.500,0.000,2307.500
2742538207347,2020-05-07T14:36:40-05:00,#1101,PayPal Payments Standard,,,Online Store,,,2250.000,0.000,2250.000
2742603055219,2020-05-07T14:55:32-05:00,#1102,PayPal Payments Standard,,,Online Store,,,4750.000,0.000,4750.000
2743012589683,2020-05-07T17:11:52-05:00,#1103,Pago con tarjeta de crédito y débito,,,Online Store,,,1200.000,0.000,1200.000
2744918868083,2020-05-08T10:56:16-05:00,#1104,PayPal Payments Standard,,,Online Store,,,1450.000,0.000,1450.000
2745418580083,2020-05-08T13:40:43-05:00,#1105,PayPal Payments Standard,,,Online Store,,,2480.000,0.000,2480.000
2746017775731,2020-05-08T17:19:03-05:00,#1106,Pago con tarjeta de crédito y débito,,,Online Store,,,1750.000,0.000,1750.000
2748700885107,2020-05-09T18:30:21-05:00,#1107,PayPal Payments Standard,,,Online Store,,,500.000,0.000,500.000
2749827711091,2020-05-10T09:15:45-05:00,#1108,PayPal Payments Standard,,,Online Store,,,6550.000,0.000,6550.000
2749914480755,2020-05-10T09:58:02-05:00,#1109,PayPal Payments Standard,,,Online Store,,,4500.000,0.000,4500.000
2753618575475,2020-05-11T17:17:41-05:00,#1110,Pago con tarjeta de crédito y débito,,,Online Store,,,1995.000,0.000,1995.000
2754395471987,2020-05-12T00:37:29-05:00,#1111,Pago con tarjeta de crédito y débito,,,Online Store,,,855.000,0.000,855.000
2755915841651,2020-05-12T13:21:29-05:00,#1112,PayPal Payments Standard,,,Online Store,,,2655.000,0.000,2655.000
2756728094835,2020-05-12T18:40:48-05:00,#1113,PayPal Payments Standard,,,Online Store,,,855.000,0.000,855.000
2757213487219,2020-05-12T23:53:26-05:00,#1114,Pago con tarjeta de crédito y débito,,,Online Store,,,535.000,0.000,535.000
2758838321267,2020-05-13T14:24:30-05:00,#1116,Pago con tarjeta de crédito y débito,,,Online Store,,,1950.000,0.000,1950.000
2758841139315,2020-05-13T14:25:14-05:00,#1115,PayPal Payments Standard,,,Online Store,,,595.000,0.000,595.000
2764198117491,2020-05-15T09:57:23-05:00,#1121,PayPal Payments Standard,,,Online Store,,,2870.000,0.000,2870.000
2764702875763,2020-05-15T12:39:05-05:00,#1122,Pago con tarjeta de crédito y débito,,,Online Store,,,720.000,0.000,720.000
2765050085491,2020-05-15T14:37:21-05:00,#1123,PayPal Payments Standard,,,Online Store,,,1724.000,0.000,1724.000
2765132464243,2020-05-15T15:05:37-05:00,#1124,PayPal Payments Standard,,,Online Store,,,1670.000,0.000,1670.000
2765407682675,2020-05-15T16:18:39-05:00,#1125,Pago con tarjeta de crédito y débito,,,Online Store,,,2587.000,0.000,2587.000
2765995343987,2020-05-15T20:45:15-05:00,#1126,PayPal Payments Standard,,,Online Store,,,720.000,0.000,720.000
2766369620083,2020-05-16T01:25:03-05:00,#1127,Pago con tarjeta de crédito y débito,,,Online Store,,,570.000,0.000,570.000
2767769796723,2020-05-16T13:24:07-05:00,#1128,Pago con tarjeta de crédito y débito,,,Online Store,,,720.000,0.000,720.000
2768423125107,2020-05-16T18:21:32-05:00,#1129,PayPal Payments Standard,,,Online Store,,,1895.000,0.000,1895.000
2768428138611,2020-05-16T18:23:57-05:00,#1130,Pago con tarjeta de crédito y débito,,,Online Store,,,945.000,0.000,945.000
2768436002931,2020-05-16T18:28:43-05:00,#1131,Pago con tarjeta de crédito y débito,,,Online Store,,,1120.000,0.000,1120.000
2768632316019,2020-05-16T20:34:36-05:00,#1132,PayPal Payments Standard,,,Online Store,,,720.000,0.000,720.000
2768826630259,2020-05-16T23:00:13-05:00,#1133,PayPal Payments Standard,,,Online Store,,,2595.000,0.000,2595.000
2770114445427,2020-05-17T12:50:22-05:00,#1134,PayPal Payments Standard,,,Online Store,,,870.000,0.000,870.000
2770119655539,2020-05-17T12:52:11-05:00,#1135,PayPal Payments Standard,,,Online Store,,,1820.000,0.000,1820.000
2770263310451,2020-05-17T13:53:54-05:00,#1136,PayPal Payments Standard,,,Online Store,,,2620.000,0.000,2620.000
2770822299763,2020-05-17T17:38:57-05:00,#1137,PayPal Payments Standard,,,Online Store,,,770.000,0.000,770.000
2770964447347,2020-05-17T18:58:23-05:00,#1138,PayPal Payments Standard,,,Online Store,,,970.000,0.000,970.000
2771164954739,2020-05-17T20:56:29-05:00,#1139,PayPal Payments Standard,,,Online Store,,,445.000,0.000,445.000
2774287057011,2020-05-18T23:48:36-05:00,#1140,Pago con tarjeta de crédito y débito,,,Online Store,,,1880.000,0.000,1880.000
2774974333043,2020-05-19T07:57:56-05:00,#1141,Pago con tarjeta de crédito y débito,,,Online Store,,,1195.000,0.000,1195.000
2775077781619,2020-05-19T08:41:57-05:00,#1142,Manual,,,Draft Orders,,,3175.000,0.000,3175.000
2778503479411,2020-05-20T12:07:02-05:00,#1143,PayPal Payments Standard,,,Online Store,,,970.000,0.000,970.000
2778966786163,2020-05-20T14:39:03-05:00,#1144,PayPal Payments Standard,,,Online Store,,,445.000,0.000,445.000
2779214217331,2020-05-20T15:59:27-05:00,#1145,PayPal Payments Standard,,,Online Store,,,2420.000,0.000,2420.000
2786213757043,2020-05-22T22:22:35-05:00,#1146,Pago con tarjeta de crédito y débito,,,Online Store,,,920.000,0.000,920.000
2787801038963,2020-05-23T13:21:33-05:00,#1147,PayPal Payments Standard,,,Online Store,,,2945.000,0.000,2945.000
2787909304435,2020-05-23T14:04:53-05:00,#1149,PayPal Payments Standard,,,Online Store,,,1476.000,0.000,1476.000
2787910844531,2020-05-23T14:05:39-05:00,#1148,PayPal Payments Standard,,,Online Store,,,1250.000,0.000,1250.000
2787984146547,2020-05-23T14:33:06-05:00,#1150,PayPal Payments Standard,,,Online Store,,,2445.000,0.000,2445.000
2788192813171,2020-05-23T16:02:59-05:00,#1151,PayPal Payments Standard,,,Online Store,,,745.000,0.000,745.000
2788436803699,2020-05-23T18:05:46-05:00,#1152,Pago con tarjeta de crédito y débito,,,Online Store,,,845.000,0.000,845.000
2788822384755,2020-05-23T22:04:42-05:00,#1153,Pago con tarjeta de crédito y débito,,,Online Store,,,2040.000,0.000,2040.000
2789814042739,2020-05-24T10:10:14-05:00,#1154,Pago con tarjeta de crédito y débito,,,Online Store,,,720.000,0.000,720.000
2795789942899,2020-05-26T13:08:43-05:00,#1155,Pago con tarjeta de crédito y débito,,,Online Store,,,4812.500,0.000,4812.500
2795790106739,2020-05-26T13:08:49-05:00,#1155,Pago con tarjeta de crédito y débito,,,Online Store,,,3850.000,0.000,3850.000
2796289294451,2020-05-26T16:13:25-05:00,#1156,PayPal Payments Standard,,,Online Store,,,5875.000,0.000,5875.000
2797113999475,2020-05-26T22:32:51-05:00,#1157,Manual,,,Shopify Mobile for Android,,,2708.750,0.000,2708.750
2803111395443,2020-05-28T23:02:17-05:00,#1158,Pago con tarjeta de crédito y débito,,,Online Store,,,10477.750,0.000,10477.750
2804685045875,2020-05-29T13:02:02-05:00,#1159,Pago con tarjeta de crédito y débito,,,Online Store,,,3176.250,0.000,3176.250
2805441298547,2020-05-29T17:59:16-05:00,#1160,Manual,,,Shopify Mobile for Android,Prado Norte 439,,1800.000,0.000,1800.000
2805509914739,2020-05-29T18:30:02-05:00,#1161,PayPal Payments Standard,,,Online Store,,,1965.000,0.000,1965.000
2808859230323,2020-05-31T07:44:22-05:00,#1162,PayPal Payments Standard,,,Online Store,,,1965.000,0.000,1965.000
2810361020531,2020-05-31T20:25:38-05:00,#1163,Pago con tarjeta de crédito y débito,,,Online Store,,,2241.250,0.000,2241.250
2811714568307,2020-06-01T09:49:11-05:00,#1164,PayPal Payments Standard,,,Online Store,,,970.000,0.000,970.000
2814934810739,2020-06-02T12:31:25-05:00,#1165,Pago con tarjeta de crédito y débito,,,Online Store,,,5920.000,0.000,5920.000
2815569133683,2020-06-02T16:36:22-05:00,#1166,Manual,,,Shopify Mobile for Android,,,1675.000,0.000,1675.000
2816835944563,2020-06-03T06:47:05-05:00,#1167,PayPal Payments Standard,,,Online Store,,,5495.000,0.000,5495.000
2818186772595,2020-06-03T15:29:39-05:00,#1168,PayPal Payments Standard,,,Online Store,,,645.000,0.000,645.000
2820451696755,2020-06-04T11:26:58-05:00,#1167,Manual,,,Online Store,,,1150.000,0.000,1150.000
2821693079667,2020-06-04T20:03:58-05:00,#1169,PayPal Payments Standard,,,Online Store,,,2595.000,0.000,2595.000
2821703762035,2020-06-04T20:09:38-05:00,#1170,Pago con tarjeta de crédito y débito,,,Online Store,,,870.000,0.000,870.000
2824282243187,2020-06-05T18:00:44-05:00,#1171,Cash,,,Point of Sale,Prado Norte 439,3,0.020,0.000,0.020
2824876130419,2020-06-06T00:19:32-05:00,#1172,Pago con tarjeta de crédito y débito,,,Online Store,,,1845.000,0.000,1845.000
2829336772723,2020-06-07T19:17:02-05:00,#1173,PayPal Payments Standard,,,Online Store,,,23845.000,0.000,23845.000
2829390807155,2020-06-07T19:46:30-05:00,#1174,PayPal Payments Standard,,,Online Store,,,9970.000,0.000,9970.000
2831172305011,2020-06-08T12:50:54-05:00,#1176,Manual,,,Draft Orders,Prado Norte 439,,6795.000,0.000,6795.000
2831596585075,2020-06-08T15:12:29-05:00,#1177,External Terminal Mastercard,,,Point of Sale,San Ángel Studio,8,3570.000,0.000,3570.000
2834082070643,2020-06-09T12:47:47-05:00,#1175,PayPal Payments Standard,,,Online Store,,,1420.000,0.000,1420.000
2834529386611,2020-06-09T15:25:56-05:00,#1178,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,1850.000,0.000,1850.000
2834546950259,2020-06-09T15:32:15-05:00,#1179,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,4600.000,0.000,4600.000
2834563137651,2020-06-09T15:38:16-05:00,#1180,Cash,,,Point of Sale,Prado Norte 439,7,1300.000,0.000,1300.000
2840195825779,2020-06-11T11:28:53-05:00,#1181,Pago con tarjeta de crédito y débito,,,Online Store,,,3150.000,0.000,3150.000
2844161048691,2020-06-12T12:25:58-05:00,#1182,Cash,,,Point of Sale,San Ángel Studio,3,2450.000,0.000,2450.000
2844799271027,2020-06-12T16:24:41-05:00,#1183,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,2975.000,0.000,2975.000
2845187145843,2020-06-12T19:11:12-05:00,#1184,PayPal Payments Standard,,,Online Store,,,2105.000,0.000,2105.000
2845464068211,2020-06-12T21:19:30-05:00,#1185,Pago con tarjeta de crédito y débito,,,Online Store,,,1950.000,0.000,1950.000
2847257722995,2020-06-13T14:39:13-05:00,#1186,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,3100.000,0.000,3100.000
2847909707891,2020-06-13T20:47:48-05:00,#1187,External credit,,American Express,Point of Sale,San Ángel Studio,3,4300.000,0.000,4300.000
2849850261619,2020-06-14T17:27:25-05:00,#1188,PayPal Payments Standard,,,Online Store,,,500.000,0.000,500.000
2850270281843,2020-06-14T21:31:36-05:00,#1189,PayPal Payments Standard,,,Online Store,,,1550.000,0.000,1550.000
2852030283891,2020-06-15T13:18:39-05:00,#1190,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,2700.000,0.000,2700.000
2852265623667,2020-06-15T14:43:41-05:00,#1191,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,2200.000,0.000,2200.000
2852306944115,2020-06-15T14:58:18-05:00,#1192,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,2350.000,0.000,2350.000
2852501946483,2020-06-15T16:10:36-05:00,#1193,External Terminal Mastercard,,,Point of Sale,San Ángel Studio,8,3550.000,0.000,3550.000
2852545724531,2020-06-15T16:28:27-05:00,#1194,PayPal Payments Standard,,,Online Store,,,1230.000,0.000,1230.000
2852711497843,2020-06-15T17:39:01-05:00,#1195,PayPal Payments Standard,,,Online Store,,,2250.000,0.000,2250.000
2855563559027,2020-06-16T17:18:45-05:00,#1197,PayPal Payments Standard,,,Online Store,,,6340.000,0.000,6340.000
2855570899059,2020-06-16T17:21:57-05:00,#1196,PayPal Payments Standard,,,Online Store,,,725.000,0.000,725.000
2857274179699,2020-06-17T09:35:31-05:00,#1198,PayPal Payments Standard,,,Online Store,,,1825.000,0.000,1825.000
2857953525875,2020-06-17T13:42:26-05:00,#1199,Pago con tarjeta de crédito y débito,,,Online Store,,,500.000,0.000,500.000
2857962242163,2020-06-17T13:45:54-05:00,#1200,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,1350.000,0.000,1350.000
2858436296819,2020-06-17T16:47:09-05:00,#1201,External Terminal Visa,,,Point of Sale,San Ángel Studio,8,6215.000,0.000,6215.000
2858451239027,2020-06-17T16:53:18-05:00,#1202,Cash,,,Point of Sale,Prado Norte 439,6,0.010,0.000,0.010
2858454057075,2020-06-17T16:54:20-05:00,#1203,Cash,,,Point of Sale,Prado Norte 439,6,0.010,0.000,0.010
2858463789171,2020-06-17T16:59:25-05:00,#1204,Cash,,,Point of Sale,San Ángel Studio,8,0.010,0.000,0.010
2860822659187,2020-06-18T14:05:30-05:00,#1205,PayPal Payments Standard,,,Online Store,,,800.000,0.000,800.000
2863879422067,2020-06-19T15:11:18-05:00,#1206,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,3800.000,0.000,3800.000
2863882567795,2020-06-19T15:12:27-05:00,#1207,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,2850.000,0.000,2850.000
2864797810803,2020-06-19T22:59:18-05:00,#1208,Pago con tarjeta de crédito y débito,,,Online Store,,,3200.000,0.000,3200.000
2864797876339,2020-06-19T22:59:24-05:00,#1208,Pago con tarjeta de crédito y débito,,,Online Store,,,2560.000,0.000,2560.000
2866350293107,2020-06-20T13:47:46-05:00,#1209,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,1750.000,0.000,1750.000
2866361303155,2020-06-20T13:53:06-05:00,#1210,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,3100.000,0.000,3100.000
2866366906483,2020-06-20T13:56:11-05:00,#1211,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,2600.000,0.000,2600.000
2866369560691,2020-06-20T13:57:32-05:00,#1212,External Terminal Visa,,,Point of Sale,Prado Norte 439,7,650.000,0.000,650.000
2866694553715,2020-06-20T16:39:43-05:00,#1213,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,1750.000,0.000,1750.000
2866697568371,2020-06-20T16:41:24-05:00,#1214,External Terminal Mastercard,,,Point of Sale,Prado Norte 439,7,3150.000,0.000,3150.000
2866752225395,2020-06-20T17:12:49-05:00,#1215,External credit,,Mastercard,Point of Sale,San Ángel Studio,3,1300.000,0.000,1300.000
2866754191475,2020-06-20T17:13:53-05:00,#1216,External credit,,Visa,Point of Sale,San Ángel Studio,3,1750.000,0.000,1750.000
2866760548467,2020-06-20T17:16:45-05:00,#1217,External credit,,Visa,Point of Sale,San Ángel Studio,3,2550.000,0.000,2550.000
2866946408563,2020-06-20T19:10:01-05:00,#1218,Pago con tarjeta de crédito y débito,,,Online Store,,,4250.000,0.000,4250.000
2866946605171,2020-06-20T19:10:06-05:00,#1218,Pago con tarjeta de crédito y débito,,,Online Store,,,3400.000,0.000,3400.000
2870773776499,2020-06-22T12:24:39-05:00,#1219,PayPal Payments Standard,,,Online Store,,,650.000,0.000,650.000
2871272013939,2020-06-22T14:46:22-05:00,#1220,External Terminal Visa,,,Point of Sale,Prado Norte 439,10,2350.000,0.000,2350.000
